CELL_ID,PDMIN,PDMAX,pdMN,pdSTD,pdSUM
166027,86.1111145,954.5454712,466.1635025,257.6723367,46616.35025
166028,196.9072113,9690,1659.06364,2620.623715,165906.364
166029,445.3125,9740,1964.482264,2707.995501,196448.2264
166030,212.1495361,4701.492676,1126.481046,1799.980183,112648.1046
166031,212.1495361,8166.666504,1628.391296,1606.178072,162839.1296
166034,195.3703766,13250,2764.181462,3428.781209,276418.1462
166035,692.8571167,7542.856934,2440.35545,1445.242559,244035.545
166036,698.0769043,8418.181641,2350.969955,2026.175343,235096.9955
166037,295.9183655,1739.024414,760.6801215,498.6684171,76068.01215
166038,256.4356384,1323.529419,869.4267276,339.4089966,86942.67276
166667,7.901825905,20.49286652,15.35482403,5.693028498,1535.482403
166677,599.1018066,1900,758.2984546,370.875499,75829.84546
166678,512.0689697,1933.333374,894.8340967,449.3221556,89483.40967
166680,37.96658325,2760,521.9016354,548.3246672,52190.16354
166681,37.96658325,603.1578979,52.69031647,68.33948449,5269.031647
166684,37.96658325,610.4121704,305.8905539,271.6865482,30589.05539
166687,11.9577961,11.9577961,11.9577961,0,1195.77961
166689,11.9577961,2766.666748,96.59727676,386.8870572,9659.727676
166690,98.49246216,2700,1085.911717,937.1113455,108591.1717
166691,0,7633.333496,2402.258567,2662.149629,240225.8567
166694,58.57143021,4525,103.2357159,446.642857,10323.57159
166695,58.57143021,4525,291.9345585,877.2942056,29193.45585
166696,384.9315186,16800,2023.490555,3016.645713,202349.0555
166697,742.8571167,16800,2488.707363,2431.255294,248870.7363
166698,742.8571167,3133.333252,1609.649062,821.6821996,160964.9062
166699,24.35344887,9875,1382.911666,2462.350555,138291.1666
166700,24.35344887,75.20661163,38.59233444,22.94804196,3859.233444
166701,24.35344887,2873.684326,1283.736869,1136.768808,128373.6869
166702,24.35344887,2873.684326,1387.255501,547.1915235,138725.5501
166703,569.3069458,5600,1406.306298,1290.820908,140630.6298
166705,238.1818237,2404.87793,971.0137415,781.013487,97101.37415
166706,611.111084,5466.666504,1392.044236,1064.22395,139204.4236
166707,219.4444427,4366.666504,737.2283012,651.9019077,73722.83012
166710,196.9072113,852.2727051,414.9641331,275.3318969,41496.41331
166711,290.384613,1676.923096,500.9329248,294.3451699,50093.29248
166712,0,12233.33301,1534.603688,2199.938366,153460.3688
166713,212.1495361,8166.666504,2019.127835,2332.749378,201912.7835
166714,923.8095093,6455.555664,1536.413599,844.2186714,153641.3599
166718,776.4705811,9100,2723.433517,1611.031953,272343.3517
166719,295.9183655,19700,2568.985278,3176.633267,256898.5278
166720,660.8695679,10925,2596.310981,2953.529367,259631.0981
166721,438.6363525,7653.846191,1298.082529,1292.621237,129808.2529
166722,438.6363525,1409.090942,963.6914832,228.5288804,48184.57416
167328,10.00543785,74.08759308,36.76749525,23.60310247,3676.749525
167359,599.1018066,698.9071045,687.9285217,31.38537656,68792.85217
167361,661.7021484,2185.714355,1038.20058,444.1578372,103820.058
167363,37.96658325,1668.75,727.0207767,588.8249077,72702.07767
167365,219.4029846,610.4121704,601.2862177,54.900765,60128.62177
167367,11.9577961,1977.777832,445.446315,299.8598059,44544.6315
167368,11.9577961,337.2549133,45.00768356,97.97472116,4500.768356
167370,11.9577961,623.8532104,18.07675024,61.18954144,1807.675024
167374,30.94812202,2450,427.5240651,602.2533251,42752.40651
167375,30.94812202,58.57143021,50.28443775,12.72236171,5028.443775
167376,30.94812202,58.57143021,58.29519712,2.762330818,5829.519712
167378,736.5384521,8740,1953.363621,1984.240931,195336.3621
167380,75.20661163,11369.23047,3110.532661,3124.707463,311053.2661
167381,75.20661163,9875,300.3650146,1389.915111,30036.50146
167382,75.20661163,75.20661163,75.20661163,0,7520.661163
167383,75.20661163,3300,1616.112742,722.0479728,161611.2742
167385,190.6666718,8833.333008,2004.004879,2828.998194,200400.4879
167386,190.6666718,1600,1014.803237,450.8882565,101480.3237
167387,362.7907104,39500,6812.295925,9373.30373,681229.5925
167390,464.8648682,2941.666748,659.5020624,385.3243262,65950.20624
167391,186.1271667,3475,1136.433259,1114.14615,113643.3259
167392,186.1271667,1066.666626,269.3731995,133.2207806,26937.31995
167393,290.384613,6260,1639.397628,1949.752507,163939.7628
167395,810.3448486,10857.14258,2440.250526,2493.485315,244025.0526
167396,110.9375,1722.222168,1222.001267,306.9839289,122200.1267
167397,110.9375,2842.857178,840.0339874,793.6084136,84003.39874
167398,441.0256348,1702.564087,1087.879485,526.7035861,108787.9485
167399,441.0256348,4383.333496,1818.656056,941.8268274,181865.6056
167400,650,4012.90332,1597.33864,399.8814527,159733.864
167402,576.3157959,8150,1435.601233,1067.933412,143560.1233
167403,812,8150,2494.6954,1913.793398,249469.54
167404,637.2092896,4546.666504,1408.356563,1169.553279,140835.6563
167405,637.2092896,980,688.6077831,120.7667537,25478.48798
168020,10.38894558,13.05170155,13.02507399,0.266275597,1302.507399
168023,13.05170155,18.29745674,13.15661665,0.738105528,1315.661665
168027,18.29745674,34.18918991,20.6295652,5.371091094,2021.69739
168048,337.2549133,1977.777832,607.3495703,210.3302468,60734.95703
168049,11.9577961,2100,573.0974089,670.9861311,57309.74089
168051,11.9577961,11.9577961,11.9577961,0,1195.77961
168052,11.9577961,1412.5,465.7115036,342.2131038,46571.15036
168053,11.9577961,1883.333374,622.7672414,489.3435781,62276.72414
168054,157.2115326,2531.25,480.5439143,694.6167345,48054.39143
168058,30.94812202,58.57143021,33.43421976,7.94511234,3343.421976
168060,17.20199966,8837.5,2243.921856,2730.368751,224392.1856
168061,587.5,3429.629639,1268.212319,1006.869179,126821.2319
168062,75.20661163,2585.714355,515.8272851,423.7022556,51582.72851
168064,75.20661163,2322.727295,171.0283758,401.8193103,17102.83758
168065,113.0841141,8450,1778.467511,1910.02923,177846.7511
168066,542.5,9500,2015.281995,2205.058528,201528.1995
168067,190.6666718,1629.411743,1140.537378,335.0826651,114053.7378
168068,190.6666718,10437.5,1294.589695,1739.832005,129458.9695
168069,362.7907104,76400,8940.471782,12055.61118,894047.1782
168070,766.666687,3375,1458.507977,581.6462124,145850.7977
168071,186.1271667,22400,3909.104392,5395.840652,390910.4392
168073,186.1271667,1339.393921,572.1566269,491.0229315,57215.66269
168074,186.1271667,10050,2174.226047,3080.870839,217422.6047
168075,447.8260803,8137.5,1873.229144,2044.07299,187322.9144
168076,613.7930908,9933.333008,3268.478903,2832.875836,326847.8903
168077,810.3448486,8920,1637.330649,1545.961441,163733.0649
168078,110.9375,1628.571411,485.0747632,551.1361938,48507.47632
168079,110.9375,8100,1591.186227,1510.778797,159118.6227
168081,441.0256348,4383.333496,1443.246631,652.4257559,144324.6631
168082,650,2011.111084,985.4654431,409.5379183,98546.54431
168083,500,4500,1217.800153,634.4092308,121780.0153
168084,500,7525,2144.990347,2198.551016,214499.0347
168086,639.2857056,4546.666504,942.0910327,658.1135424,94209.10327
168088,83.81742859,1635.714233,737.9088362,546.9956207,39109.16832
168728,12.88433361,610.4121704,221.9376154,279.8509878,22193.76154
168731,11.9577961,606.6079102,77.36930864,186.9972652,7736.930864
168735,623.8532104,1450,884.9325519,172.4568783,88493.25519
168736,201.8292694,2531.25,1235.049378,773.9588068,123504.9378
168737,258.1730652,987.1795044,604.8759964,253.927011,60487.59964
168738,30.94812202,1592.307739,605.9250074,483.7591129,60592.50074
168741,17.20199966,30.94812202,18.85153435,4.489464763,1885.153435
168744,17.20199966,390.4761963,160.8202839,156.8772213,16082.02839
168746,75.20661163,113.0841141,90.73638763,18.72326878,9073.638763
168748,563.6363525,13200,2486.931559,3042.006573,248693.1559
168749,726.3157959,4000,1141.344279,470.4995187,114134.4279
168750,726.3157959,36400,5161.235397,5211.015536,516123.5397
168751,940,40900,7259.513149,11380.2112,725951.3149
168752,766.666687,1346.153809,1179.700172,111.4005607,117970.0172
168754,329.7872314,6720,911.1420215,1117.241642,91114.20215
168755,425,3442.307617,1724.471327,1073.587409,172447.1327
168756,3.448276043,12800,3354.695881,3055.125574,335469.5881
168757,582.8125,6525,1128.78765,1487.862801,112878.765
168758,576.666687,1133.333374,704.1282739,168.4563508,70412.82739
168759,576.666687,2133.333252,1291.93068,522.9209333,129193.068
168761,400,10025,2821.914874,2749.492317,282191.4874
168762,47.95918274,5000,588.9643663,973.0354733,58896.43663
168763,0,67200,1929.386736,7026.773485,192938.6736
168764,770,1730,1255.261455,282.4578707,125526.1455
168765,691.3043213,3818.181885,1372.744287,739.152549,137274.4286
168766,864,1900,1475.025123,264.3984549,147502.5123
168767,269.587616,7525,1898.295391,1712.680869,189829.5391
168768,269.587616,4700,1816.172234,1039.456415,181617.2234
168769,865.3846436,12366.66699,2715.643334,2335.188228,271564.3334
